Pair;set;category;modality;traits;delta
40;a) EPT dominated dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.005141811
40;a) EPT dominated dataset;reproduction;asexual reproduction;tachrepro_ase;0.076055829
40;a) EPT dominated dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.092972758
40;a) EPT dominated dataset;resistant forms;cocoons;tachresist_coc;0.157283543
40;a) EPT dominated dataset;resistant forms;housing against dessication;tachresist_hou;0
40;a) EPT dominated dataset;resistant forms;diapause or dormany;tachresist_did;-0.004945241
40;a) EPT dominated dataset;resistant forms;none;tachresist_non;-0.059365543
40;a) EPT dominated dataset;respiration;tegument;tachrespir_teg;0.00606558
40;a) EPT dominated dataset;respiration;gill;tachrespir_gil;0.01241981
40;a) EPT dominated dataset;respiration;plastron;tachrespir_pls;-0.014045846
40;a) EPT dominated dataset;respiration;spiracle;tachrespir_spi;-0.004439544
40;a) EPT dominated dataset;fecundity;< 100;fecund_less100;-0.031199281
40;a) EPT dominated dataset;fecundity;100 - 1000;fecund_100to1000;0.060695296
40;a) EPT dominated dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.010007656
40;a) EPT dominated dataset;fecundity;> 3000;fecund_gr3000;-0.01948836
105;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.068136668
105;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.0489774
105;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.007026894
105;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.026186163
105;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.017731549
105;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;0.057406997
105;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;-0.025883007
105;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;-0.01379244
105;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.000778816
105;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.085384002
105;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;0.176082798
105;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;-0.177419927
105;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;-0.077536951
105;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;0.15517495
105;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;0.007787762
105;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;0.000516554
105;a) EPT dominated dataset;locomotion;flier;tachloco_flr;0.00333078
105;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;-0.00182838
105;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;-0.155915151
105;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;0.093840484
105;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;0.077806587
105;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.03157159
105;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;-0.048805911
105;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;0
105;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;0.101431618
105;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;0.146795266
105;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.248226884
105;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.007091424
105;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;0.040580892
105;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.019844947
105;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;-0.178068506
105;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;0.001914905
105;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.009693421
105;a) EPT dominated dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.153888621
105;a) EPT dominated dataset;reproduction;asexual reproduction;tachrepro_ase;-0.001072961
105;a) EPT dominated dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.15774377
105;a) EPT dominated dataset;resistant forms;cocoons;tachresist_coc;-0.002797722
105;a) EPT dominated dataset;resistant forms;housing against dessication;tachresist_hou;0
105;a) EPT dominated dataset;resistant forms;diapause or dormany;tachresist_did;0.026968347
105;a) EPT dominated dataset;resistant forms;none;tachresist_non;0.133573144
105;a) EPT dominated dataset;respiration;tegument;tachrespir_teg;0.011578039
105;a) EPT dominated dataset;respiration;gill;tachrespir_gil;-0.082816171
105;a) EPT dominated dataset;respiration;plastron;tachrespir_pls;0.007420481
105;a) EPT dominated dataset;respiration;spiracle;tachrespir_spi;0.063817652
105;a) EPT dominated dataset;fecundity;< 100;fecund_less100;0.041141238
105;a) EPT dominated dataset;fecundity;100 - 1000;fecund_100to1000;0.21004121
105;a) EPT dominated dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.173478264
105;a) EPT dominated dataset;fecundity;> 3000;fecund_gr3000;-0.077704184
139;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.038423304
139;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.015557961
139;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.027080238
139;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.004214895
139;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;0.181572883
139;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;-0.205122976
139;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;0.059667122
139;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;-0.03611703
139;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.001204825
139;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.012113425
139;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;-0.142168493
139;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;-0.221925034
139;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;0.321565704
139;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;0.052069741
139;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;0.001386951
139;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;-2.03E-05
139;a) EPT dominated dataset;locomotion;flier;tachloco_flr;0.017507382
139;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;-0.017289663
139;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;-0.000935947
139;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;-0.278816273
139;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;-0.027200426
139;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.038625784
139;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;0.267926109
139;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;0.000183034
139;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;0.027369027
139;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;-0.238555531
139;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.211186504
139;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;0.000379084
139;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.019509296
139;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.03411173
139;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;0.175874774
139;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;-0.010147716
139;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.001053942
139;a) EPT dominated dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.064990565
139;a) EPT dominated dataset;reproduction;asexual reproduction;tachrepro_ase;-0.046440611
139;a) EPT dominated dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.033326785
139;a) EPT dominated dataset;resistant forms;cocoons;tachresist_coc;-0.057834327
139;a) EPT dominated dataset;resistant forms;housing against dessication;tachresist_hou;0
139;a) EPT dominated dataset;resistant forms;diapause or dormany;tachresist_did;-0.135992899
139;a) EPT dominated dataset;resistant forms;none;tachresist_non;0.227154011
139;a) EPT dominated dataset;respiration;tegument;tachrespir_teg;-0.141910813
139;a) EPT dominated dataset;respiration;gill;tachrespir_gil;0.142169964
139;a) EPT dominated dataset;respiration;plastron;tachrespir_pls;0.044485375
139;a) EPT dominated dataset;respiration;spiracle;tachrespir_spi;-0.044744526
139;a) EPT dominated dataset;fecundity;< 100;fecund_less100;0.050071354
139;a) EPT dominated dataset;fecundity;100 - 1000;fecund_100to1000;0.020926005
139;a) EPT dominated dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.051985439
139;a) EPT dominated dataset;fecundity;> 3000;fecund_gr3000;-0.01901192
140;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.018000949
140;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.032091353
140;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.118961064
140;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.133051467
140;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;0.175525287
140;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;-0.028574908
140;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;0.018561309
140;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;-0.165511688
140;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.006320131
140;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.018984472
140;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;0.210853318
140;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;-0.224747358
140;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;-0.070616592
140;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;-0.001551031
140;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;0.100759492
140;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;-0.002033488
140;a) EPT dominated dataset;locomotion;flier;tachloco_flr;-0.026532607
140;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;-0.002443793
140;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;-0.025940709
140;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;0.037004693
140;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;-0.029823018
140;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.077932833
140;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;-0.030674915
140;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;0.000477516
140;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;0.03506033
140;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;-0.098080406
140;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.063020076
140;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;0.27201406
140;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.020511603
140;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.013667919
140;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;-0.126269435
140;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;-0.144613229
140;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.028371492
140;a) EPT dominated dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.000676096
140;a) EPT dominated dataset;reproduction;asexual reproduction;tachrepro_ase;0.005352729
140;a) EPT dominated dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.022221563
140;a) EPT dominated dataset;resistant forms;cocoons;tachresist_coc;0.323010091
140;a) EPT dominated dataset;resistant forms;housing against dessication;tachresist_hou;0
140;a) EPT dominated dataset;resistant forms;diapause or dormany;tachresist_did;0.116591718
140;a) EPT dominated dataset;resistant forms;none;tachresist_non;-0.417380247
140;a) EPT dominated dataset;respiration;tegument;tachrespir_teg;0.077720396
140;a) EPT dominated dataset;respiration;gill;tachrespir_gil;0.114951649
140;a) EPT dominated dataset;respiration;plastron;tachrespir_pls;-0.062840385
140;a) EPT dominated dataset;respiration;spiracle;tachrespir_spi;-0.12983166
140;a) EPT dominated dataset;fecundity;< 100;fecund_less100;0.157235041
140;a) EPT dominated dataset;fecundity;100 - 1000;fecund_100to1000;-0.104040168
140;a) EPT dominated dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.019243793
140;a) EPT dominated dataset;fecundity;> 3000;fecund_gr3000;-0.033951079
13;a) EPT dominated dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.006428827
13;a) EPT dominated dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.014923543
13;a) EPT dominated dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.171493536
13;a) EPT dominated dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.179988252
13;a) EPT dominated dataset;dispersal;aquatic passive;tachdisp_aquapass;0.166291078
13;a) EPT dominated dataset;dispersal;aquatic active;tachdisp_aquaact;-0.00790376
13;a) EPT dominated dataset;dispersal;aerial passive;tachdisp_aerpass;-0.123832215
13;a) EPT dominated dataset;dispersal;aerial active;tachdisp_aeract;-0.034555103
13;a) EPT dominated dataset;feeding habits;absorbers;tachfeed_abs;0.0003914
13;a) EPT dominated dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.122301128
13;a) EPT dominated dataset;feeding habits;shredders;tachfeed_shr;0.347081691
13;a) EPT dominated dataset;feeding habits;scrapers;tachfeed_scr;0.130314062
13;a) EPT dominated dataset;feeding habits;filter-feeders;tachfeed_fif;-0.285976564
13;a) EPT dominated dataset;feeding habits;piercers;tachfeed_pie;0.000102041
13;a) EPT dominated dataset;feeding habits;predators;tachfeed_pre;-0.066061004
13;a) EPT dominated dataset;feeding habits;parasites;tachfeed_par;-0.003550497
13;a) EPT dominated dataset;locomotion;flier;tachloco_flr;0.061729835
13;a) EPT dominated dataset;locomotion;surface swimmer;tachloco_ssw;0.000867347
13;a) EPT dominated dataset;locomotion;full water swimmer;tachloco_wsw;-0.162119642
13;a) EPT dominated dataset;locomotion;crawler;tachloco_crw;0.224775996
13;a) EPT dominated dataset;locomotion;burrower;tachloco_bur;-0.022313431
13;a) EPT dominated dataset;locomotion;interstitial;tachloco_int;0.134041441
13;a) EPT dominated dataset;locomotion;temporarily attached;tachloco_tat;-0.238238601
13;a) EPT dominated dataset;locomotion;permanently attached;tachloco_pat;0.001257054
13;a) EPT dominated dataset;voltinism;semivoltine;tachrepcyc_less1;0.050521542
13;a) EPT dominated dataset;voltinism;monovoltine;tachrepcyc_one;0.30519093
13;a) EPT dominated dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.355712472
13;a) EPT dominated dataset;reproduction;ovoviviparity;tachrepro_ovo;0.1969161
13;a) EPT dominated dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.012760914
13;a) EPT dominated dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.226402894
13;a) EPT dominated dataset;reproduction;clutches, cemented;tachrepro_fic;0.064762943
13;a) EPT dominated dataset;reproduction;clutches, free;tachrepro_frc;-0.0577372
13;a) EPT dominated dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.006666667
